44,2953,40953,286732,465235,505352,618973,638214,757387,863415,972173,1072155,1173464,1261767,1359880,1469790,1578800,1677367,1812766,1912325,2009577,2108617,2209785,2313690,2408867,2512130,2706109,2808659,2924416,3027532,3127295,3228998,3329413,3427108,3547943,3642940,3747166,3845023,3946328,4045712,4153867,4250706,4348050,4444684,4549760,4597021,4650210,4748607,4852419,4950424,5052988,5152395,5251762,5352539,5449113,5549988,5651215,5750403,5849373,5946218,6040358,6142441,6239765,6340346,6443489,6536014,6632597,6730302,6827775,6924032,7022837,7126798,7227800,7331002,7427123,7532933,7631005,7732661,7835289,7936933,8034453,8135695,8236977,8339477,8438034,8538106,8636455,8733483,8836023,8942085,9040731,9147190,9246127,9351045,9450206,9551426,9652600,9749093,9851407,9961097
207,174536,282585,593448,691714,787921,894258,1001689,1013000,1096889,1205454,1217381,1301317,1398761,1499640,1596066,1704236,1806831,1904231,2002371,2103473,2200915,2305904,2409172,2510444,2612592,2718261,2808595,2819030,2911440,3003629,3101520,3202603,3303476,3402204,3500921,3601061,3704545,3812302,3926077,4022639,4123388,4211927,4310356,4409164,4508793,4608001,4709904,4812145,4913091,5012793,5114380,5207221,5315045,5413749,5509915,5613398,5712528,5809513,5906187,6005962,6100434,6201418,6302109,6403506,6501230,6594147,6694182,6790568,6889250,6988799,7087710,7192435,7296702,7391254,7496524,7595077,7693220,7798349,7899823,7995341,8098045,8198059,8299103,8402947,8500764,8599888,8697473,8800519,8905216,9002975,9107348,9206981,9306704,9414325,9513598,9612241,9713063,9814530,9985350
777,24220,133000,145409,181418,380501,433930,441601,652746,933562,1068226,1132489,1152493,1259008,1446512,1532190,1630148,1730776,1835409,1941897,2048586,2150529,2241345,2347772,2450377,2549473,2649969,2754424,2858148,2968029,3073007,3161466,3260520,3361167,3461105,3562234,3657152,3773710,3870164,3982229,4091405,4187949,4279997,4374342,4475556,4576245,4675590,4778279,4882676,4979165,5082794,5180194,5279067,5379986,5477941,5578529,5679445,5781293,5875404,5976197,6069617,6168062,6270158,6370536,6470603,6564631,6661098,6756118,6857521,6954712,7053497,7157037,7259363,7356712,7460666,7560831,7658644,7762944,7865250,7964902,8062736,8164042,8264984,8368907,8466394,8567562,8665015,8764370,8864665,8968406,9070254,9172456,9274626,9380465,9477979,9587551,9686083,9789271,9885818,9917747
864,49525,84545,191150,254611,343266,363112,440877,621190,735338,1052637,1150261,1249214,1337276,1347616,1525671,1602850,1632534,1741380,1912349,2009631,2122343,2232964,2346960,2458614,2560507,2660096,2763092,2863043,2957315,3061255,3158498,3270486,3372156,3472315,3581177,3681758,3783991,3880917,3993361,4092939,4188302,4287190,4381414,4482655,4583717,4683597,4784313,4890098,4986710,5088919,5187376,5285749,5386959,5485963,5586136,5685739,5789291,5882711,5980945,6076754,6174571,6279145,6377693,6475922,6570058,6670389,6762525,6862754,6961708,7061401,7164068,7267126,7363472,7467917,7569709,7665759,7769062,7871744,7970794,8070324,8170673,8272256,8376258,8473567,8573286,8671982,8770029,8873537,8976300,9078278,9180389,9280107,9388147,9484482,9587440,9684758,9785994,9886076,9918083
1360,4148,196991,359656,391768,519996,597241,797636,929038,1054328,1154259,1319116,1328417,1431021,1441676,1528254,1547862,1636533,1726580,1844114,1941154,2040408,2139699,2241419,2348001,2441979,2543896,2653487,2758680,2860530,2963711,3069269,3167592,3267928,3368823,3468256,3653240,3756065,3855064,3957769,4057133,4163940,4260647,4357054,4468398,4567243,4677805,4777115,4883220,4981704,5082737,5180882,5280841,5380693,5478172,5580793,5679198,5781809,5877632,5976049,6069852,6170325,6271680,6371162,6472219,6563503,6661995,6759087,6857424,6955002,7056376,7157619,7260246,7358746,7458623,7561552,7661547,7762661,7865564,7966879,8063799,8164281,8267578,8367537,8466902,8569931,8665875,8766439,8867588,8970993,9072815,9175415,9274249,9382028,9480434,9581865,9680252,9779469,9881483,9930981
1387,26913,55130,89329,227225,254640,359995,827931,1024625,1061032,1122741,1222854,1326206,1350141,1427366,1448068,1545140,1645548,1741588,1845815,1954853,2055787,2154547,2269426,2369199,2472720,2577392,2685199,2787412,2968013,3072539,3169605,3271632,3372281,3483970,3583517,3672931,3774105,3872693,3984676,4083186,4190713,4280910,4377037,4477880,4577251,4677994,4781387,4883592,4981826,5085820,5181413,5281004,5382611,5479692,5581345,5682579,5782207,5877864,5978676,6070318,6170604,6274130,6372332,6472327,6566918,6662591,6759616,6859991,6955456,7056773,7159997,7260834,7359356,7463823,7562057,7661787,7765849,7865874,7967458,8064850,8165038,8267716,8371575,8467505,8570254,8668565,8765490,8868129,8970722,9072058,9175892,9276647,9381131,9480575,9583794,9679397,9779802,9880768,9912848
1535,390347,484888,590354,704430,808749,916129,1013200,1044716,1142362,1215880,1252247,1339072,1439504,1509418,1556890,1655655,1755727,1857892,1964204,2062659,2202948,2297235,2398148,2464003,2500556,2603923,2705804,2807152,2912513,3009536,3107384,3210721,3311443,3411042,3581127,3681678,3790575,3893134,3924156,4010583,4112827,4204378,4306670,4404292,4502715,4602362,4704819,4804970,4908673,5008442,5106579,5203288,5310047,5406467,5505409,5610167,5704153,5806293,5902976,5998989,6096844,6195645,6295680,6396716,6495813,6587281,6687576,6785587,6881397,6980218,7082123,7183348,7287812,7385773,7487895,7588008,7687900,7789710,7891302,7990914,8089278,8189243,8293962,8393369,8490593,8594300,8689562,8791598,8900252,8995265,9097003,9202620,9297719,9406202,9506839,9605556,9704872,9808867,9993328
1718,131964,293957,510960,579352,610261,678306,718167,845783,1006502,1093672,1234378,1393718,1491742,1589027,1697872,1800071,1888920,1899119,1994029,2095325,2193507,2288054,2298903,2490740,2593909,2692832,2793185,2895800,3004210,3102168,3202630,3304197,3406576,3424594,3512219,3612511,3714404,3811932,3915096,4023168,4123041,4216503,4317087,4414642,4513853,4615265,4717652,4817659,4921101,5019443,5119104,5216905,5322470,5418848,5520125,5620014,5717776,5817311,5913142,6010763,6108022,6209113,6307930,6410947,6505997,6598993,6698067,6795152,6895154,6992768,7093760,7195937,7300886,7397440,7500564,7598480,7698879,7802922,7904247,8000375,8101857,8201703,8305887,8405608,8504319,8605504,8702633,8804026,8911226,9007915,9112246,9212460,9311300,9417369,9519291,9618636,9718260,9819289,9988661
1764,152588,190284,461109,569032,669376,732844,861523,967085,1070956,1167698,1210534,1296609,1454816,1552020,1650061,1770044,1871504,1968633,2069410,2077579,2165445,2269616,2307840,2403284,2410409,2514031,2617330,2790690,2894066,2991347,3091287,3190580,3290749,3393598,3494078,3630857,3733489,3832566,3935021,4043030,4141089,4237753,4334466,4433988,4535076,4635677,4736343,4837343,4937773,5040341,5140027,5237123,5339276,5439642,5535868,5639009,5738700,5837464,5933424,6028646,6127961,6227842,6325058,6427814,6524931,6617965,6717853,6815045,6911143,7008449,7114815,7214812,7317434,7415521,7520048,7616468,7719421,7821129,7922769,8019224,8121468,8220130,8326660,8421680,8524010,8621602,8720882,8823197,8928394,9025777,9130866,9231762,9333748,9436630,9536452,9637700,9736049,9837529,9967957
1825,318956,496710,520184,600577,699489,797962,859897,1001201,1095358,1190237,1288255,1386165,1483533,1583918,1683703,1782059,1883334,1950435,1980582,2078440,2179943,2191151,2293718,2395557,2497937,2602092,2700936,2805234,2908007,3000779,3090684,3189499,3290481,3391978,3491689,3591759,3690556,3801189,3901775,4031102,4130698,4225323,4317304,4416554,4516198,4615493,4719300,4819245,4921505,5021061,5120508,5217432,5324290,5421309,5519322,5621615,5719681,5817660,5914366,6012311,6108564,6211249,6309855,6411197,6508192,6601193,6698538,6795944,6897362,6993349,7096656,7197683,7301061,7399144,7503317,7598829,7699714,7804910,7904609,8002806,8104795,8201967,8307825,8407558,8505347,8605905,8703996,8804403,8912420,9009612,9111850,9214386,9313265,9417703,9527198,9626605,9727018,9827413,9978506
1985,7480,7931,23633,134603,150575,191129,218424,235918,353605,735474,760672,1221239,1441591,1547362,1552842,1656519,1756699,1865715,1960052,1962287,2125102,2318903,2440222,2541448,2641282,2751742,2846174,2938591,3063045,3164892,3262523,3362457,3406833,3500181,3599933,3702351,3801741,3904563,4002391,4101732,4198501,4299150,4394370,4495462,4595926,4695162,4798844,4900887,4998299,5101712,5196982,5301917,5399665,5499202,5601522,5697629,5799138,5895085,5993538,6088689,6188073,6289692,6389430,6487479,6582360,6679847,6777458,6874815,6972555,7074225,7175665,7279368,7375615,7481780,7581574,7679440,7781408,7882444,7983577,8082778,8181836,8284102,8388761,8483470,8587523,8682714,8782384,8890986,8988367,9088149,9193767,9292771,9399335,9498306,9599008,9696880,9801120,9899060,9900362
2018,2818,113668,624398,713869,756966,816041,923333,1041523,1058068,1114132,1210071,1258424,1356055,1505290,1600892,1700900,1804633,1901336,1998196,2100353,2200103,2355560,2461666,2572062,2670327,2787983,2888843,2988526,3090829,3120856,3190723,3280724,3380995,3490509,3591066,3691297,3721880,3809816,3914412,4011798,4113612,4205872,4306508,4395659,4496982,4598134,4696066,4799710,4902678,4999275,5102006,5198086,5302592,5400897,5500434,5601898,5698424,5801863,5896403,5995042,6092509,6191284,6290721,6391389,6490149,6583221,6682411,6780400,6876751,6975787,7077231,7177106,7281065,7378888,7482236,7583965,7682069,7784088,7885902,7986642,8084176,8183178,8288175,8389458,8486191,8590137,8684598,8786053,8895020,8989631,9090120,9196261,9293051,9402083,9501034,9600405,9700662,9803327,9999531
2064,3509,288773,445149,533146,592122,645871,735736,831587,939012,949969,1046421,1215648,1310458,1406797,1508074,1604069,1714433,1815028,1912861,2009984,2114901,2211117,2328168,2430548,2530866,2640122,2746638,2849380,3038429,3137480,3156473,3237849,3337179,3435316,3534839,3633264,3747095,3844277,3945906,4055850,4153418,4260603,4356822,4454777,4559565,4657520,4758505,4863458,4958317,5062085,5163087,5261002,5361722,5459994,5558601,5660937,5762363,5856593,5955835,6051384,6149499,6250214,6350335,6453285,6545411,6643516,6738313,6836107,6935048,7032037,7136426,7239596,7339310,7436917,7542008,7639196,7742066,7847234,7944618,8044485,8145786,8244676,8347096,8447416,8546254,8644624,8743449,8844233,8949714,9050634,9155137,9254806,9359985,9458443,9559226,9661652,9759866,9860482,9949909
2135,9071,154699,336438,455237,552910,664581,776496,895021,990637,1003770,1098826,1206558,1289898,1490225,1596206,1791804,1892868,1988478,2090805,2189994,2294995,2391046,2490078,2592967,2696009,2797971,2902677,2912997,3007761,3107113,3209208,3308650,3410313,3505401,3526535,3614070,3716732,3813644,3917085,4015273,4116040,4220056,4319714,4415343,4517013,4618667,4719198,4819920,4923843,5021681,5120960,5220178,5323242,5421951,5522019,5621526,5720270,5819497,5914999,6012805,6111147,6209654,6310288,6413846,6507989,6601581,6700695,6796615,6897813,6995170,7094602,7197849,7304042,7399086,7503787,7600732,7700607,7805100,7907006,8001541,8105549,8204006,8307492,8407702,8507727,8607295,8706726,8806755,8912124,9010982,9113972,9215279,9315520,9420605,9522802,9621286,9720235,9820869,9989825
2161,17720,75420,84252,203882,330629,450662,545438,635682,835907,948598,1052492,1153797,1367512,1466759,1544242,1643854,1741778,1854606,1950752,2048128,2149540,2250457,2353364,2470464,2574108,2670926,2771442,2863107,2966250,3070645,3179285,3279375,3382515,3481368,3570972,3671385,3784110,3881526,3982875,4083528,4179234,4277758,4364702,4475934,4574341,4675659,4777245,4881647,4979333,5081842,5180022,5279485,5380639,5476387,5578759,5679017,5780351,5875646,5974994,6069353,6168367,6270955,6368761,6470897,6563844,6660799,6756406,6856290,6955522,7054635,7158726,7259913,7357416,7459206,7561330,7658874,7761151,7865880,7965295,8064260,8164217,8265098,8367913,8466566,8567766,8663713,8765556,8865723,8969995,9070534,9172887,9273550,9380547,9478310,9580428,9679534,9777639,9879910,9909731
2318,50704,63597,143959,174322,192576,246684,343289,703592,818570,838785,1058912,1227543,1285819,1380700,1504524,1639941,1727592,1849767,1966867,2067247,2194665,2304461,2356131,2462578,2562095,2638822,2754825,2856444,2978186,3083386,3180075,3279199,3382892,3482955,3579307,3679684,3784127,3882507,3992860,4093291,4190437,4286019,4384016,4483674,4583275,4685316,4786810,4889588,4988107,5090755,5187793,5288159,5388387,5485675,5588768,5687758,5788466,5884786,5984060,6077224,6176864,6280905,6377462,6477546,6571858,6673146,6765679,6866031,6965064,7064695,7167503,7270582,7366030,7471327,7574223,7668832,7773050,7875280,7973933,8074452,8174431,8274534,8378711,8475779,8576686,8675183,8773606,8878087,8979652,9081922,9182895,9282611,9390506,9487814,9590500,9688645,9789233,9890643,9921234
2329,81846,219886,311462,496647,591761,652692,699464,797897,901888,1000303,1095123,1160413,1278134,1375271,1472164,1572598,1670752,1768882,1871809,2057480,2108033,2208691,2312100,2413639,2518127,2710384,2813506,2914649,3029159,3126022,3227322,3327644,3435255,3533160,3633920,3736811,3845163,3945959,4044804,4141578,4238306,4333931,4434120,4525788,4628413,4729283,4830172,4931531,5032192,5131430,5189791,5229048,5333520,5430200,5529594,5630955,5729968,5829213,5926619,6020269,6120698,6221127,6318660,6422053,6518543,6613241,6710045,6809480,6904160,7002795,7108136,7206897,7312038,7408647,7514222,7609863,7712927,7813059,7916662,8013269,8114098,8214714,8318209,8416891,8518189,8614950,8712886,8815154,8921982,9018075,9123561,9224941,9324675,9430944,9531120,9627578,9728734,9831619,9958093
2407,24662,219177,268796,369729,393218,439267,491777,662616,844244,934233,1036052,1063468,1263608,1422830,1464016,1609544,1719829,1840279,1940493,2034464,2138357,2240854,2343943,2401871,2513105,2644074,2751474,2851250,2962099,3067573,3163523,3265577,3375323,3474791,3575297,3671936,3785331,3885922,3984963,4085358,4172981,4269058,4368439,4478044,4579877,4679367,4780297,4884644,4982021,5084290,5182778,5281784,5382834,5482164,5581539,5681425,5783548,5878193,5977652,6072347,6172571,6274449,6373981,6474893,6566151,6664199,6761016,6858631,6957853,7058571,7160319,7262830,7361768,7462689,7563141,7664563,7764034,7867554,7968972,8065739,8166931,8269570,8370129,8468638,8571734,8667221,8766879,8870352,8971471,9073812,9178540,9275897,9382137,9482757,9582623,9681030,9782623,9881709,9913416
